日期,10年国债-中国,股票-中国上证,股指期货-中国,能源期货-中国,肉类期货-中国,作物期货-中国,软商品期货-中国,金属期货-中国,名义有效汇率-中国,央行基准利率-中国,PPI-中国,,,,,,,,,
2012-10-1,1.439589538,2068.88,3342.92,4950,NaN,2331,5832,14640,90.45,2.25,106.0865759,,,,,,,,,
2012-11-1,1.443845701,1980.12,2930.45,4920,NaN,2331,5517,15110,91.61,2.25,105.959272,,,,,,,,,
2012-12-1,1.448149587,2269.13,3406.8,5010,NaN,2400,5686,15265,91.27,2.25,105.8956964,,,,,,,,,
2013-1-1,1.452124798,2385.42,3639.19,4910,NaN,2412,5451,15700,91.88,2.25,106.1498461,,,,,,,,,
2013-2-1,1.455479322,2365.59,3815.72,5200,NaN,2412,5503,15430,92.57,2.25,106.3090709,,,,,,,,,
2013-3-1,1.459820127,2236.62,3712.22,5185,NaN,2375,5413,14690,94.06,2.25,106.2771782,,,,,,,,,
2013-4-1,1.463355987,2177.91,3627.5,4810,NaN,2260,5436,14655,94.83,2.25,105.6926537,,,,,,,,,
2013-5-1,1.467350403,2300.59,4210.97,4646,NaN,2332,5276,14715,96.27,2.25,105.0373592,,,,,,,,,
2013-6-1,1.471061938,1979.21,3602.11,4494,NaN,2280,5336,14410,96.51,2.25,104.4596538,,,,,,,,,
2013-7-1,1.47551732,1993.8,3900.49,4986,NaN,2506,5213,14455,97.3,2.25,104.1149369,,,,,,,,,
2013-8-1,1.480328748,2098.38,4181.74,4539,NaN,2437,5320,14860,97.16,2.25,104.2606978,,,,,,,,,
2013-9-1,1.484888723,2174.67,4470.45,4017,NaN,2700,5341,14810,96.93,2.25,104.5004974,,,,,,,,,
2013-10-1,1.48891817,2141.61,4270.97,4056,NaN,2680,5500,14970,95.87,2.25,104.5004974,,,,,,,,,
2013-11-1,1.49445603,2220.5,4643.3,3598,NaN,2594,5063,14820,97.02,2.25,104.4691473,,,,,,,,,
2013-12-1,1.500121467,2115.98,4482.86,3800,NaN,2625,4851,15145,97.71,2.25,104.4795942,,,,,,,,,
2014-1-1,1.505576925,2033.08,4714.68,3339,NaN,2671,4493,14935,98.88,2.25,104.4273544,,,,,,,,,
2014-2-1,1.510129414,2056.3,4842.52,4681,NaN,2701,4435,15000,98.26,2.25,104.2184997,,,,,,,,,
2014-3-1,1.515798409,2033.31,4633.27,3872,NaN,2500,4782,14720,96.39,2.25,103.9058442,,,,,,,,,
2014-4-1,1.521087099,2026.36,4525.31,3614,NaN,2330,4711,15010,95.06,2.25,103.6487811,,,,,,,,,
2014-5-1,1.525928322,2039.21,4648.23,3882,NaN,2350,4761,15110,94.56,2.25,103.5916706,,,,,,,,,
2014-6-1,1.53083598,2048.33,4884.4,4165,NaN,2350,4566,15685,94.9,2.25,103.3701916,,,,,,,,,
2014-7-1,1.536202814,2201.56,5115.58,3017,NaN,2415,4525,16820,95.33,2.25,103.2744708,,,,,,,,,
2014-8-1,1.541639119,2217.2,5421.29,2303,NaN,2499,4110,16630,96.94,2.25,103.0701939,,,,,,,,,
2014-9-1,1.546746273,2363.87,6127.13,2787,NaN,2298,4265,16725,98.96,2.25,102.6579132,,,,,,,,,
2014-10-1,1.550666126,2420.18,6208.61,2600,NaN,2298,4252,16860,100.48,2.25,102.2472815,,,,,,,,,
2014-11-1,1.555298896,2682.83,6478.11,2819,NaN,2659,4563,16770,102.65,2.25,101.7436114,,,,,,,,,
2014-12-1,1.56007195,3234.68,6027.52,3370,NaN,2646,4638,16760,103.34,2.25,101.1029319,,,,,,,,,
2015-1-1,1.564461041,3210.36,6546.6,2869,NaN,2326,4885,16190,104.64,2.25,100,,,,,,,,,
2015-2-1,1.567879768,3310.3,7141.89,3418,NaN,2326,5045,16100,105.06,2.25,99.2694,,,,,,,,,
2015-3-1,1.572450482,3747.9,8780.74,2892,NaN,2476,5224,15970,107.12,2.25,99.19812457,,,,,,,,,
2015-4-1,1.576862093,4441.65,10180.49,3086,NaN,2635,5413,16890,107.1,2.25,98.94001105,,,,,,,,,
2015-5-1,1.581162446,4611.74,13027.21,3100,NaN,2166,5459,16705,106.18,2.25,98.84977776,,,,,,,,,
2015-6-1,1.585691926,4277.22,11381.47,3001,NaN,2123,5310,15370,107.02,2.25,98.42561336,,,,,,,,,
2015-7-1,1.590312597,3663.73,9223.64,2200,NaN,2361,5047,14965,108.33,2.25,97.76035464,,,,,,,,,
2015-8-1,1.594912526,3205.99,7950.46,1758,NaN,2369,4962,14845,107.36,2.25,96.99625971,,,,,,,,,
2015-9-1,1.598935265,3052.78,7727.51,2508,NaN,2231,5313,13820,107.29,2.25,96.60681973,,,,,,,,,
2015-10-1,1.602149554,3382.56,9188.27,2309,NaN,2231,5159,13920,106.72,2.25,96.22039245,,,,,,,,,
2015-11-1,1.606310088,3445.41,10001.19,2272,NaN,2403,5540,12970,108.19,2.25,95.73929049,,,,,,,,,
2015-12-1,1.610243802,3539.18,10614.38,2341,NaN,2320,5506,13345,107.05,2.25,95.16485474,,,,,,,,,
2016-1-1,1.614032216,2737.6,7385.76,2340,NaN,2370,5333,12920,106.15,2.25,94.68903047,,,,,,,,,
2016-2-1,1.617031638,2687.98,7183.68,2227,NaN,2370,5282,14000,105.44,2.25,94.40496338,,,,,,,,,
2016-3-1,1.620879464,3003.92,8447.18,2498,NaN,2543,5422,14090,104.65,2.25,94.8769882,,,,,,,,,
2016-4-1,1.624618164,2938.32,8291.7,2355,NaN,2151,5384,15095,103.29,2.25,95.54112711,,,,,,,,,
2016-5-1,1.628401623,2916.62,8197.56,2040,NaN,2422,5484,15000,103.15,2.25,96.01883275,,,,,,,,,
2016-6-1,1.632052363,2929.61,8741.1,2495,NaN,2325,5991,16295,101.87,2.25,95.82679508,,,,,,,,,
2016-7-1,1.635879066,2979.34,8501.09,2270,NaN,2220,5748,16870,100.58,2.25,96.01844867,,,,,,,,,
2016-8-1,1.639582869,3085.49,8838.38,2073,NaN,2212,5787,18065,99.9,2.25,96.21048557,,,,,,,,,
2016-9-1,1.643013731,3004.7,8660.89,2455,NaN,2333,6280,18200,99.8,2.25,96.691538,,,,,,,,,
2016-10-1,1.645895631,3100.49,8911.14,2592,NaN,2479,6332,19270,99.99,2.25,97.36837877,,,,,,,,,
2016-11-1,1.649773224,3250.03,9015.55,2646,NaN,2411,7188,22945,100.27,2.25,98.82890445,,,,,,,,,
2016-12-1,1.654100884,3103.64,8490.92,4001,NaN,2588,7101,20755,100.94,2.25,100.4101669,,,,,,,,,
2017-1-1,1.657780677,3159.17,8205.87,4001,NaN,2444,6897,22765,100.91,2.25,101.2134483,,,,,,,,,
2017-2-1,1.661994229,3241.73,8508.32,4100,NaN,2469,6751,22815,99.97,2.25,101.8207289,,,,,,,,,
2017-3-1,1.666604535,3222.51,8339.75,3915,NaN,2431,6506,23430,99.32,2.25,102.1261911,,,,,,,,,
2017-4-1,1.670855481,3154.66,7842.01,3720,NaN,2441,6464,21865,98.74,2.25,101.7176864,,,,,,,,,
2017-5-1,1.675263639,3117.18,7213.15,3473,NaN,2326,6529,22815,98.16,2.25,101.4125333,,,,,,,,,
2017-6-1,1.680247383,3192.43,7465.76,3402,NaN,2306,6349,22695,98.63,2.25,101.2097082,,,,,,,,,
2017-7-1,1.685269829,3273.03,7444.96,3431,NaN,2540,6065,23270,98.6,2.25,101.4121277,,,,,,,,,
2017-8-1,1.690359753,3360.81,7679.87,3745,NaN,2550,6513,25805,99.06,2.25,102.3248368,,,,,,,,,
2017-9-1,1.69546124,3348.94,7842.59,4000,NaN,2765,6128,26365,100.19,2.25,103.3480852,,,,,,,,,
2017-10-1,1.699542491,3393.34,7631.53,4024,NaN,2765,5946,26205,100.35,2.25,104.0715218,,,,,,,,,
2017-11-1,1.705094182,3317.19,7153.57,3771,NaN,2543,6421,24910,100.3,2.25,104.5918794,,,,,,,,,
2017-12-1,1.710628473,3307.17,7017.35,3870,NaN,2532,6194,25650,100.24,2.25,105.4286144,,,,,,,,,
2018-1-1,1.716241414,3480.83,6791.01,3765,NaN,2474,5833,26670,100.92,2.25,105.7449003,,,,,,,,,
2018-2-1,1.72052122,3259.41,6563.81,3765,NaN,2438,5681,26380,102.05,2.25,105.6391554,,,,,,,,,
2018-3-1,1.725959794,3168.9,6798.67,4317,NaN,2520,5626,24920,102.04,2.25,105.427877,,,,,,,,,
2018-4-1,1.730523494,3082.23,6517.05,3791,NaN,2380,5364,23995,102.86,2.25,105.2170213,,,,,,,,,
2018-5-1,1.735577294,3095.47,6315.17,3765,NaN,2596,5365,24480,103.97,2.25,105.6378894,,,,,,,,,
2018-6-1,1.740546692,2847.42,5608.54,3748,NaN,2596,5021,23350,103.44,2.25,105.954803,,,,,,,,,
2018-7-1,1.745635556,2876.4,5542.54,3172,NaN,2343,4975,21495,100.22,2.25,106.0607578,,,,,,,,,
2018-8-1,1.750825413,2725.25,5057.98,3188,NaN,2232,4616,21910,99,2.25,106.4850009,,,,,,,,,
2018-9-1,1.755894954,2821.35,4987.27,3347,NaN,2324,4693,22495,99.17,2.25,107.1239109,,,,,,,,,
2018-10-1,1.759978657,2602.78,4400.61,3441,NaN,2393,4905,21975,98.77,2.25,107.5524065,,,,,,,,,
2018-11-1,1.765008983,2588.19,4648.18,2869,NaN,2424,4939,20770,98.7,2.25,107.3373017,,,,,,,,,
2018-12-1,1.769857335,2493.9,4430.02,2201,NaN,2216,4718,21175,99.33,2.25,106.2639287,,,,,,,,,
2019-1-1,1.774459668,2584.57,4355.74,2542,NaN,2365,4985,22040,99.87,2.25,105.6263451,,,,,,,,,
2019-2-1,1.778022702,2940.95,5330.34,2704,NaN,2365,5094,21830,100.81,2.25,105.5207188,,,,,,,,,
2019-3-1,1.782667596,3090.76,5911.21,2775,NaN,2266,5052,22655,101.57,2.25,105.6262395,,,,,,,,,
2019-4-1,1.787409885,3078.34,5682.24,2757,NaN,2148,5127,21890,101.83,2.25,105.9431182,,,,,,,,,
2019-5-1,1.791719145,2898.7,5334.25,2602,NaN,2185,4977,21045,100.49,2.25,106.1550045,,,,,,,,,
2019-6-1,1.796308155,2978.88,5321.43,2415,NaN,2220,4950,20040,99.1,2.25,105.8365394,,,,,,,,,
2019-7-1,1.801050533,2932.51,5200.09,2872,NaN,2141,5318,19480,99.33,2.25,105.6248664,,,,,,,,,
2019-8-1,1.805623639,2886.24,5182.96,3184,NaN,2294,5474,18775,97.76,2.25,105.5192415,,,,,,,,,
2019-9-1,1.810059933,2905.19,5232.39,2650,NaN,2309,5617,18730,97.18,2.25,105.6247607,,,,,,,,,
2019-10-1,1.81388244,2929.06,5253.88,2731,NaN,2309,5676,18940,97.12,2.25,105.7303855,,,,,,,,,
2019-11-1,1.818748561,2871.98,5126.61,1803,NaN,2320,5551,18150,98.05,2.25,105.6246551,,,,,,,,,
2019-12-1,1.82355581,3050.12,5567.03,2157,NaN,2320,5581,18060,97.81,2.25,105.6246551,,,,,,,,,
2020-1-1,1.827028309,2976.53,5699.01,2212,NaN,2117,5675,18125,98.88,2.25,105.6246551,,,,,,,,,
2020-2-1,1.83133782,2880.3,5870.97,1871,NaN,2167,5637,15975,99.08,2.25,105.0965318,,,,,,,,,
2020-3-1,1.835384827,2750.3,5427.13,1334,NaN,2120,5512,15210,100.24,2.25,104.0455665,,,,,,,,,
2020-4-1,1.839104154,2860.08,5678.17,1161,NaN,1979,5378,16405,100.68,2.25,102.6929742,,,,,,,,,
2020-5-1,1.842652692,2852.35,5816.4,1374,NaN,2174,5209,16400,99.72,2.25,102.2822023,,,,,,,,,
2020-6-1,1.846616131,2984.67,6319.56,1443,NaN,2190,5049,16865,98.27,2.25,102.6913311,,,,,,,,,
2020-7-1,1.851154545,3310.01,7141.59,1631,NaN,2316,5006,18775,98.67,2,103.1020964,,,,,,,,,
2020-8-1,1.855760967,3395.68,7224.05,1855,NaN,2357,5186,20010,98.73,2,103.4114027,,,,,,,,,
2020-9-1,1.860574515,3218.05,6617.16,1728,NaN,2279,5186,19400,100.37,2,103.5148141,,,,,,,,,
2020-10-1,1.864233213,3224.53,6511.16,1601,NaN,2294,5213,19670,101.37,2,103.5148141,,,,,,,,,
2020-11-1,1.869289887,3391.76,6622.36,1854,NaN,2630,5134,21400,102.29,2,104.0323882,,,,,,,,,
2020-12-1,1.874341344,3473.07,6646.47,1934,NaN,2648,5140,20860,101.68,2,105.1767444,,,,,,,,,
2021-1-1,1.879258007,3483.07,6304.12,2023,NaN,2478,5181,19565,102.66,2,106.2285119,,,,,,,,,
2021-2-1,1.883180389,3509.08,6325.4,2436,28875,2300,5383,21650,103.21,2,107.07834,,,,,,,,,
2021-3-1,1.888256529,3441.91,6293.39,2370,26895,2535,5252,21620,103.88,2,108.7915934,,,,,,,,,
2021-4-1,1.893049766,3446.86,6382.14,2351,27335,2435,5430,21910,103.56,2,109.7707177,,,,,,,,,
2021-5-1,1.897295303,3615.48,6814.36,2200,22330,2589,5516,22885,104.21,2,111.5270492,,,,,,,,,
2021-6-1,1.901966702,3591.2,7083.7,2684,19305,2437,5532,21965,104.62,2,111.8616304,,,,,,,,,
2021-7-1,1.906660302,3397.36,7262.38,2573,18790,2521,5627,22395,105.11,2,112.4209385,,,,,,,,,
2021-8-1,1.911195893,3543.94,7728.42,2651,14055,2432,5561,22420,105.33,2,113.2078851,,,,,,,,,
2021-9-1,1.91538195,3568.17,7405.68,3375,11540,2436,5520,22540,105.66,2,114.5663797,,,,,,,,,
2021-10-1,1.919048825,3547.34,7383.72,2801,14565,2446,5569,23655,107.27,2,117.4305392,,,,,,,,,
2021-11-1,1.923686556,3563.89,8047.77,2285,16145,2550,5909,22890,108.66,2,117.4305392,,,,,,,,,
2021-12-1,1.928227689,3639.78,8011,2745,13875,2422,5697,24150,109.77,2,116.0213727,,,,,,,,,
2022-1-1,1.932267634,3361.44,6977.31,3206,13360,2421,5663,25250,109.88,2,115.78933,,,,,,,,,
2022-2-1,1.935846008,3462.31,7417.21,3463,12025,2421,5660,24915,110.07,2,116.3682766,,,,,,,,,
2022-3-1,1.94037391,3252.2,6772.53,4383,13025,2363,5814,26820,112.31,2,117.6483277,,,,,,,,,
2022-4-1,1.944504833,3047.06,5734.28,5109,13905,2816,5783,27785,111.89,2,118.3542177,,,,,,,,,
2022-5-1,1.948428998,3186.43,6351.92,3376,16550,3059,6031,26175,108.97,2,118.4725719,,,,0.343221357,,,,,
2022-6-1,1.952742333,3398.62,6995.57,3349,19060,2874,5838,24120,109.71,2,118.4725719,,,,0.527174524,,,,,
2022-7-1,1.957297608,3253.24,7120.52,3600,21050,3000,5809,24025,111.43,2,116.9324284,,,,0.546488689,,,,,
2022-8-1,1.96164778,3202.14,6748.62,3444,22355,3000,5477,25270,110.19,2,115.5292393,,,,0.563911464,,,,,
2022-9-1,1.965807001,3024.39,6125.63,2930,22825,2940,5464,24420,109.55,2,115.4137101,,,,0.449733243,,,,,
2022-10-1,1.969286273,2893.48,6291.83,2522,24045,2940,5480,23490,108.53,2,115.6445375,,,,0.398573141,,,,,
2022-11-1,1.973840382,3151.34,6584.32,2921,20485,3043,5567,23995,106.21,2,115.760182,,,,0.591489405,,,,,
2022-12-1,1.978555614,3089.26,6281.68,2643,15020,3043,5856,23805,106.62,2,115.1813811,,,,0.36142927,,,,,
2023-1-1,1.982120697,3255.67,6803.63,2734,14520,3122,5866,24340,107.79,2,114.7206556,,,,0.364820451,,,0.133093961,,
2023-2-1,1.986914951,3279.61,6954.78,2775,14740,3122,5915,23125,107.9,2,114.7206556,,,,0.38638141,,,0.149290594,,
2023-3-1,1.991664952,3272.86,6874.13,2639,15140,3122,6424,22805,107.65,2,114.7206556,,,,0.463306239,,,0.214652671,,
2023-4-1,1.996134786,3323.27,6723.37,3092,14490,3122,6963,21305,107.05,2,114.1470523,,,,0.525898683,,,0.276569424,,
2023-5-1,2.000088741,3204.56,6560.53,3232,15270,3122,6982,19300,106.11,2,113.1197288,,,,0.39292964,,,0.154393702,,
2023-6-1,2.004146037,3202.06,6602.49,3622,13630,3122,6803,20090,103.96,2,112.214771,,,,0.617847525,,,0.381735564,,
2023-7-1,2.00854967,3291.04,6516.28,3650,16935,3122,6746,20880,103.07,2,111.9903415,,,,0.650636975,,,0.423328473,,
2023-8-1,2.01289909,3119.88,6104.3,3728,16180,3122,7189,21175,103.81,2,112.2143221,,,,0.486804106,,,0.236978238,,
2023-9-1,2.017125068,3110.48,6081.74,3833,16610,3122,7022,21800,104.47,2,112.6631794,,,,0.430322762,,,0.185177679,,
2023-10-1,2.020710781,3018.77,5971.93,3227,14150,3122,6903,21195,105.4,2,112.6631794,,,,0.409579709,,,0.167755538,,
2023-11-1,2.025204015,3029.67,6079.78,3080,14745,3122,6778,20810,105,2,112.3251899,,,,0.364408917,,,0.132793859,,
2023-12-1,2.029621269,2974.93,5887.12,2935,13570,3122,6409,21550,105.19,2,111.9882143,,,,0.405934839,,,0.164783093,,
2024-1-1,2.033859564,2788.55,4789.21,3011,13915,3122,6478,21295,105.27,1.75,111.7642379,,,,0.371588919,,,0.138078325,,
2024-2-1,2.037053261,3015.17,5342.83,3056,13250,3122,6321,20555,105.417378,1.75,111.5407094,,,,0.466308418,,,0.217443541,,
2024-3-1,2.04098087,3043.83,5440.21,3662,15190,3122,6504,20875,NaN,1.75,111.2283954,,,,0.496982752,,,0.246991856,,
2024-4-1,2.044916052,3063.27,5485.39,3520,15040,3122,6607,21225,NaN,NaN,NaN,,,,0.511710654,0.459091375,0.083918139,0.002768788,0.201614707,0.449015263
